M,,m,,dim,,aug,,sus4,,sus2,,7,,m7,,M7,,m7b5,,7b5,,7sus4,,add9,,madd9,,mM7,,dim7,,6,,m6,,69,,m69,,7(b9),,7(9),,7(#9),,7(#11),,7(b13),,7(13),,m7(9),,m7(11),,M7(9),,mM7(9),,M7b5,,dim M7,,aug 7,,aug M7,,b5,,5,,8,
13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72,13,72
14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60,14,60
14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61,14,61
14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62,14,62
14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63,14,63
14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64,14,64
14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65,14,65
14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66,14,66
14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67,14,67
14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68,14,68
14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69,14,69
14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70,14,70
14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71,14,71
14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72,14,72
15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60,15,60
15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61,15,61
15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62,15,62
15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63,15,63
15,64,15,63,15,63,15,64,15,64,15,64,15,64,15,63,15,64,15,63,15,64,15,64,15,64,15,63,15,63,15,63,15,64,15,63,15,64,15,63,15,64,15,64,15,64,15,64,15,64,15,64,15,63,15,63,15,64,15,63,15,64,15,63,15,64,15,64,15,64,15,64,15,64
15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65,15,65
15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66,15,66
15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67,15,67
15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68,15,68
15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69,15,69
15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70,15,70
15,71,15,70,15,70,15,71,15,71,15,71,15,71,15,70,15,71,15,70,15,71,15,71,15,71,15,70,15,70,15,70,15,71,15,70,15,71,15,70,15,71,15,71,15,71,15,71,15,71,15,71,15,70,15,70,15,71,15,70,15,71,15,70,15,71,15,71,15,71,15,71,15,71
15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72,15,72
16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60,16,60
16,61,16,62,16,62,16,62,16,64,16,64,16,61,16,62,16,61,16,62,16,62,16,64,16,61,16,61,16,62,16,62,16,61,16,62,16,61,16,61,16,61,16,61,16,61,16,61,16,61,16,61,16,62,16,62,16,61,16,62,16,62,16,62,16,62,16,62,16,62,16,61,16,61
16,62,16,63,16,63,16,64,16,65,16,65,16,62,16,63,16,62,16,63,16,64,16,65,16,62,16,62,16,63,16,63,16,62,16,63,16,62,16,62,16,62,16,62,16,62,16,62,16,62,16,62,16,63,16,63,16,62,16,63,16,64,16,63,16,64,16,64,16,64,16,62,16,62
16,63,16,62,16,62,16,63,16,64,16,64,16,63,16,62,16,63,16,62,16,63,16,64,16,63,16,62,16,62,16,62,16,63,16,62,16,63,16,63,16,63,16,63,16,63,16,63,16,63,16,63,16,62,16,62,16,63,16,62,16,63,16,62,16,63,16,63,16,63,16,63,16,63
16,64,16,63,16,63,16,64,16,65,16,62,16,64,16,63,16,64,16,63,16,64,16,65,16,64,16,63,16,63,16,63,16,64,16,63,16,64,16,63,16,64,16,64,16,64,16,64,16,64,16,64,16,63,16,63,16,64,16,63,16,64,16,63,16,64,16,64,16,64,16,64,16,64
16,65,16,63,16,63,16,64,16,65,16,65,16,64,16,63,16,64,16,63,16,64,16,65,16,62,16,62,16,63,16,63,16,64,16,63,16,64,16,63,16,64,16,64,16,64,16,64,16,64,16,64,16,63,16,63,16,64,16,63,16,64,16,63,16,64,16,64,16,64,16,65,16,65
16,66,16,66,16,65,16,67,16,66,16,66,16,66,16,66,16,66,16,65,16,65,16,66,16,66,16,66,16,66,16,65,16,66,16,66,16,66,16,66,16,66,16,66,16,66,16,66,16,66,16,66,16,66,16,66,16,66,16,66,16,65,16,65,16,67,16,67,16,65,16,66,16,66
16,67,16,67,16,66,16,68,16,67,16,67,16,67,16,67,16,67,16,66,16,66,16,67,16,67,16,67,16,67,16,66,16,67,16,67,16,69,16,69,16,67,16,67,16,67,16,67,16,67,16,67,16,67,16,67,16,67,16,67,16,66,16,66,16,68,16,68,16,66,16,67,16,67
16,68,16,66,16,65,16,67,16,66,16,66,16,69,16,69,16,70,16,69,16,65,16,66,16,66,16,66,16,66,16,65,16,69,16,67,16,69,16,69,16,69,16,69,16,69,16,69,16,69,16,69,16,69,16,69,16,70,16,66,16,65,16,65,16,67,16,67,16,65,16,68,16,68
16,69,16,67,16,66,16,68,16,67,16,67,16,70,16,70,16,71,16,70,16,66,16,67,16,67,16,67,16,67,16,66,16,69,16,69,16,69,16,69,16,70,16,70,16,70,16,70,16,70,16,70,16,70,16,70,16,71,16,67,16,66,16,66,16,68,16,68,16,66,16,69,16,69
16,="-",16,="-",16,="-",16,="-",16,="-",16,="-",16,70,16,70,16,71,16,70,16,70,16,70,16,74,16,74,16,71,16,69,16,69,16,69,16,74,16,74,16,70,16,70,16,70,16,70,16,70,16,70,16,70,16,70,16,71,16,71,16,71,16,71,16,70,16,71,16,="-",16,="-",16,="-"
16,72,16,72,16,72,16,72,16,72,16,72,16,71,16,71,16,71,16,71,16,71,16,71,16,72,16,72,16,71,16,72,16,72,16,72,16,72,16,72,16,71,16,71,16,71,16,71,16,71,16,71,16,71,16,71,16,71,16,71,16,71,16,71,16,71,16,71,16,72,16,72,16,72
16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72,16,72
17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60,17,60
17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61,17,61
17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,63,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62,17,62
17,63,17,62,17,62,17,63,17,63,17,63,17,63,17,62,17,63,17,62,17,63,17,63,17,63,17,62,17,62,17,62,17,63,17,62,17,63,17,62,17,63,17,63,17,63,17,63,17,63,17,63,17,62,17,62,17,63,17,62,17,63,17,62,17,63,17,63,17,63,17,63,17,63
17,64,17,63,17,63,17,64,17,65,17,62,17,64,17,63,17,64,17,63,17,64,17,65,17,64,17,63,17,63,17,63,17,64,17,63,17,64,17,63,17,64,17,64,17,64,17,64,17,64,17,64,17,63,17,63,17,64,17,63,17,64,17,63,17,64,17,64,17,64,17,64,17,64
17,65,17,65,17,65,17,66,17,65,17,65,17,65,17,65,17,65,17,65,17,64,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,65,17,64,17,65,17,66,17,66,17,64,17,65,17,65
17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66,17,66
17,67,17,67,17,66,17,68,17,67,17,67,17,67,17,67,17,67,17,66,17,66,17,67,17,67,17,67,17,67,17,66,17,67,17,67,17,67,17,67,17,67,17,67,17,67,17,67,17,67,17,67,17,67,17,67,17,67,17,67,17,66,17,66,17,68,17,68,17,66,17,67,17,67
17,68,17,69,17,68,17,69,17,68,17,68,17,68,17,69,17,68,17,69,17,68,17,68,17,68,17,69,17,69,17,68,17,68,17,68,17,68,17,68,17,68,17,68,17,68,17,68,17,68,17,68,17,69,17,69,17,68,17,69,17,68,17,68,17,69,17,69,17,68,17,68,17,68
17,69,17,69,17,69,17,68,17,69,17,69,17,69,17,69,17,69,17,70,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,69,17,68,17,68,17,69,17,69,17,69
17,72,17,72,17,72,17,72,17,72,17,72,17,70,17,70,17,72,17,72,17,70,17,70,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,70,17,70,17,70,17,70,17,70,17,70,17,70,17,70,17,72,17,72,17,72,17,72,17,70,17,72,17,70,17,72,17,72
17,72,17,72,17,71,17,72,17,72,17,72,17,71,17,71,17,71,17,71,17,71,17,71,17,72,17,72,17,71,17,72,17,72,17,72,17,72,17,72,17,71,17,71,17,71,17,71,17,71,17,71,17,71,17,71,17,71,17,71,17,71,17,71,17,71,17,71,17,72,17,72,17,72
17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72,17,72
18,60,18,60,18,60,18,60,18,60,18,60,18,58,18,58,18,59,18,58,18,58,18,58,18,62,18,62,18,59,18,57,18,57,18,57,18,62,18,62,18,58,18,58,18,58,18,58,18,58,18,58,18,58,18,58,18,59,18,59,18,59,18,59,18,58,18,59,18,60,18,60,18,60
18,61,18,62,18,62,18,62,18,64,18,61,18,61,18,62,18,61,18,62,18,62,18,64,18,61,18,61,18,62,18,62,18,61,18,62,18,61,18,61,18,61,18,61,18,61,18,61,18,61,18,61,18,62,18,62,18,61,18,62,18,62,18,62,18,62,18,62,18,62,18,61,18,61
18,62,18,63,18,63,18,64,18,65,18,62,18,62,18,63,18,62,18,63,18,64,18,65,18,62,18,62,18,63,18,63,18,62,18,63,18,62,18,62,18,61,18,62,18,63,18,62,18,62,18,62,18,63,18,63,18,62,18,63,18,64,18,63,18,64,18,64,18,64,18,62,18,62
18,63,18,62,18,62,18,63,18,64,18,61,18,63,18,62,18,63,18,62,18,63,18,64,18,63,18,62,18,62,18,62,18,63,18,62,18,63,18,62,18,63,18,63,18,63,18,63,18,63,18,63,18,62,18,62,18,63,18,62,18,63,18,62,18,63,18,63,18,63,18,63,18,63
18,64,18,63,18,63,18,64,18,65,18,62,18,64,18,63,18,64,18,63,18,64,18,65,18,64,18,63,18,63,18,63,18,64,18,63,18,64,18,63,18,64,18,64,18,64,18,64,18,64,18,64,18,63,18,63,18,64,18,63,18,64,18,63,18,64,18,64,18,64,18,60,18,60
18,65,18,63,18,63,18,64,18,65,18,65,18,64,18,63,18,64,18,63,18,64,18,65,18,62,18,62,18,63,18,63,18,64,18,63,18,64,18,63,18,64,18,64,18,64,18,64,18,64,18,64,18,63,18,63,18,64,18,63,18,64,18,63,18,64,18,64,18,64,18,65,18,65
18,66,18,66,18,65,18,67,18,66,18,66,18,66,18,66,18,66,18,65,18,65,18,66,18,66,18,66,18,66,18,65,18,66,18,66,18,66,18,66,18,66,18,66,18,66,18,66,18,66,18,66,18,66,18,66,18,66,18,66,18,65,18,65,18,67,18,67,18,65,18,66,18,66
18,67,18,67,18,66,18,68,18,67,18,67,18,67,18,67,18,67,18,66,18,66,18,67,18,67,18,67,18,67,18,66,18,67,18,67,18,69,18,69,18,67,18,67,18,67,18,66,18,68,18,67,18,67,18,67,18,67,18,67,18,66,18,66,18,68,18,68,18,66,18,67,18,72
18,68,18,66,18,65,18,67,18,66,18,66,18,69,18,69,18,70,18,69,18,65,18,66,18,66,18,66,18,66,18,65,18,69,18,67,18,69,18,69,18,69,18,69,18,69,18,69,18,69,18,69,18,69,18,69,18,70,18,66,18,65,18,65,18,67,18,67,18,65,18,68,18,68
18,69,18,67,18,66,18,68,18,67,18,67,18,70,18,70,18,71,18,70,18,66,18,67,18,67,18,67,18,67,18,66,18,69,18,69,18,69,18,69,18,70,18,70,18,70,18,70,18,70,18,70,18,70,18,70,18,71,18,67,18,66,18,66,18,68,18,68,18,66,18,69,18,69
18,70,18,67,18,66,18,68,18,67,18,67,18,70,18,70,18,71,18,70,18,70,18,70,18,74,18,74,18,71,18,66,18,69,18,69,18,69,18,69,18,70,18,70,18,70,18,70,18,70,18,70,18,70,18,70,18,71,18,71,18,71,18,71,18,70,18,71,18,66,18,70,18,70
18,71,18,72,18,72,18,72,18,72,18,72,18,70,18,70,18,71,18,70,18,70,18,70,18,72,18,72,18,71,18,72,18,72,18,72,18,72,18,72,18,70,18,70,18,70,18,70,18,70,18,70,18,70,18,70,18,71,18,71,18,71,18,71,18,70,18,71,18,72,18,71,18,71
18,72,18,72,18,72,18,72,18,72,18,72,18,70,18,70,18,71,18,70,18,70,18,70,18,74,18,74,18,71,18,69,18,69,18,69,18,74,18,74,18,70,18,70,18,70,18,70,18,70,18,70,18,70,18,70,18,71,18,71,18,71,18,71,18,70,18,71,18,72,18,72,18,72
19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60,19,60
19,61,19,62,19,62,19,62,19,64,19,64,19,61,19,62,19,61,19,62,19,62,19,64,19,61,19,61,19,62,19,62,19,61,19,62,19,61,19,61,19,61,19,61,19,61,19,61,19,61,19,61,19,62,19,62,19,61,19,62,19,62,19,62,19,62,19,62,19,62,19,61,19,61
19,62,19,63,19,63,19,64,19,65,19,65,19,62,19,63,19,62,19,63,19,64,19,65,19,62,19,62,19,63,19,63,19,62,19,63,19,62,19,62,19,61,19,62,19,63,19,62,19,62,19,62,19,62,19,63,19,62,19,63,19,64,19,63,19,64,19,64,19,64,19,62,19,62
19,63,19,62,19,62,19,63,19,64,19,64,19,63,19,62,19,63,19,62,19,63,19,64,19,63,19,62,19,62,19,62,19,63,19,62,19,63,19,63,19,63,19,63,19,63,19,63,19,63,19,63,19,62,19,62,19,63,19,62,19,63,19,62,19,63,19,63,19,63,19,63,19,63
19,64,19,63,19,63,19,64,19,65,19,62,19,64,19,63,19,64,19,63,19,64,19,65,19,64,19,63,19,63,19,63,19,64,19,63,19,64,19,63,19,64,19,64,19,64,19,64,19,64,19,64,19,63,19,63,19,64,19,63,19,64,19,63,19,64,19,64,19,64,19,60,19,60
19,65,19,63,19,63,19,64,19,65,19,65,19,64,19,63,19,64,19,63,19,64,19,65,19,62,19,62,19,63,19,63,19,64,19,63,19,64,19,63,19,64,19,64,19,64,19,64,19,64,19,64,19,63,19,63,19,64,19,63,19,64,19,63,19,64,19,64,19,64,19,65,19,65
19,66,19,66,19,65,19,67,19,66,19,66,19,66,19,66,19,66,19,65,19,65,19,66,19,66,19,66,19,66,19,65,19,66,19,66,19,66,19,66,19,66,19,66,19,66,19,66,19,66,19,66,19,66,19,66,19,66,19,66,19,65,19,65,19,67,19,67,19,65,19,66,19,66
19,67,19,67,19,66,19,68,19,67,19,67,19,67,19,67,19,67,19,66,19,66,19,67,19,67,19,67,19,67,19,66,19,67,19,67,19,69,19,69,19,67,19,67,19,67,19,66,19,68,19,67,19,67,19,67,19,67,19,67,19,66,19,66,19,68,19,68,19,66,19,67,19,72
19,68,19,66,19,65,19,67,19,66,19,66,19,69,19,69,19,70,19,69,19,65,19,66,19,66,19,66,19,66,19,65,19,69,19,67,19,69,19,69,19,69,19,69,19,69,19,69,19,69,19,69,19,69,19,69,19,70,19,66,19,65,19,65,19,67,19,67,19,65,19,68,19,68
19,69,19,67,19,66,19,68,19,67,19,67,19,70,19,70,19,71,19,70,19,66,19,67,19,67,19,67,19,67,19,66,19,69,19,69,19,69,19,69,19,70,19,70,19,70,19,70,19,68,19,69,19,70,19,70,19,71,19,67,19,66,19,66,19,68,19,68,19,66,19,69,19,69
19,72,19,72,19,72,19,72,19,72,19,72,19,70,19,70,19,71,19,70,19,70,19,70,19,74,19,74,19,71,19,69,19,69,19,69,19,74,19,74,19,70,19,70,19,70,19,70,19,70,19,70,19,70,19,70,19,71,19,71,19,71,19,71,19,70,19,71,19,72,19,72,19,72
19,72,19,72,19,72,19,72,19,72,19,72,19,71,19,71,19,71,19,71,19,71,19,71,19,72,19,72,19,71,19,72,19,72,19,72,19,72,19,72,19,71,19,71,19,71,19,71,19,71,19,71,19,71,19,71,19,71,19,71,19,71,19,71,19,71,19,71,19,72,19,72,19,72
19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72,19,72
20,60,20,60,20,60,20,60,20,60,20,60,20,58,20,58,20,59,20,58,20,58,20,58,20,62,20,62,20,59,20,57,20,57,20,57,20,62,20,62,20,61,20,62,20,63,20,58,20,58,20,58,20,62,20,58,20,62,20,62,20,59,20,59,20,58,20,59,20,60,20,60,20,60
20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,60,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61,20,61
20,62,20,62,20,62,20,62,20,62,20,64,20,62,20,62,20,62,20,62,20,62,20,62,20,62,20,63,20,62,20,62,20,62,20,62,20,62,20,63,20,64,20,64,20,64,20,62,20,62,20,62,20,62,20,62,20,64,20,62,20,62,20,62,20,62,20,62,20,62,20,62,20,62
20,63,20,62,20,62,20,63,20,64,20,61,20,63,20,62,20,63,20,62,20,63,20,64,20,63,20,62,20,62,20,62,20,63,20,62,20,63,20,62,20,63,20,63,20,63,20,63,20,63,20,63,20,62,20,62,20,63,20,62,20,63,20,62,20,63,20,63,20,63,20,63,20,63
20,64,20,63,20,63,20,64,20,65,20,62,20,64,20,63,20,64,20,63,20,64,20,65,20,64,20,63,20,63,20,63,20,64,20,63,20,64,20,63,20,64,20,64,20,64,20,64,20,64,20,64,20,63,20,63,20,64,20,63,20,64,20,63,20,64,20,64,20,64,20,60,20,60
20,65,20,65,20,64,20,65,20,65,20,65,20,65,20,65,20,65,20,64,20,65,20,64,20,65,20,65,20,65,20,64,20,65,20,65,20,65,20,65,20,65,20,65,20,65,20,65,20,65,20,65,20,65,20,65,20,65,20,65,20,64,20,64,20,65,20,65,20,64,20,65,20,65
20,66,20,66,20,65,20,67,20,66,20,66,20,66,20,66,20,66,20,65,20,65,20,66,20,66,20,66,20,66,20,65,20,66,20,66,20,66,20,66,20,66,20,66,20,66,20,67,20,66,20,66,20,66,20,66,20,66,20,66,20,65,20,65,20,67,20,67,20,65,20,66,20,66
20,67,20,67,20,66,20,68,20,67,20,67,20,67,20,67,20,67,20,66,20,66,20,67,20,67,20,67,20,67,20,66,20,67,20,67,20,69,20,69,20,70,20,70,20,70,20,66,20,68,20,69,20,70,20,65,20,71,20,71,20,66,20,66,20,68,20,68,20,66,20,67,20,72
20,68,20,68,20,68,20,67,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,67,20,68,20,68,20,68,20,68,20,68,20,68,20,68,20,67,20,67,20,68,20,68,20,68
20,69,20,70,20,66,20,70,20,70,20,69,20,70,20,70,20,71,20,70,20,70,20,70,20,69,20,70,20,67,20,69,20,69,20,69,20,69,20,69,20,70,20,70,20,70,20,70,20,70,20,69,20,70,20,70,20,71,20,67,20,71,20,71,20,70,20,71,20,66,20,69,20,72
20,70,20,70,20,70,20,70,20,70,20,70,20,72,20,72,20,70,20,72,20,72,20,72,20,70,20,70,20,70,20,70,20,70,20,70,20,70,20,70,20,72,20,72,20,72,20,72,20,72,20,72,20,72,20,72,20,71,20,71,20,70,20,70,20,72,20,70,20,70,20,70,20,70
20,71,20,72,20,72,20,72,20,72,20,72,20,70,20,70,20,71,20,70,20,70,20,70,20,72,20,72,20,71,20,72,20,72,20,72,20,72,20,72,20,70,20,70,20,70,20,70,20,70,20,70,20,70,20,70,20,71,20,71,20,71,20,71,20,70,20,71,20,72,20,71,20,71
20,72,20,72,20,72,20,72,20,72,20,72,20,70,20,70,20,71,20,70,20,70,20,70,20,74,20,74,20,71,20,69,20,69,20,69,20,74,20,74,20,73,20,74,20,75,20,70,20,70,20,70,20,74,20,70,20,74,20,74,20,71,20,71,20,70,20,71,20,72,20,72,20,72
21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60,21,60
